;product_name;origins;pnns_groups_1;pnns_groups_2;nutriscore_score;categories_tags;image_url;additives_n;energy-kj_100g;calcium_100g;vitamin-d_100g;proteins_100g;sugars_100g;fat_100g;iron_100g;fiber_100g;sodium_100g;saturated-fat_100g;nutriscore lettre
5237;Texture Velours Saveur Vanille;France;Sugary snacks;Sweets;1.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/1686/front_fr.11.400.jpg;1.0;273.6;0.24;1.5e-06;4.0;11.8;2.2;0.003601;0.26;0.024;0.3;B
5238;Dessert éclats de coco - Texture Velours;France;unknown;unknown;6.0;;https://images.openfoodfacts.org/images/products/327/322/008/1709/front_fr.16.400.jpg;2.0;409.0;0.24;1.5e-06;4.2;9.8;3.9;2.3800000000000003e-05;0.792;0.04;2.0;C
5239;Dessert pulpe de fruits fraise - Texture Velours;;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:yogurts,en:strawberry-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/1716/front_fr.30.400.jpg;2.0;346.0;0.24;1.5e-06;4.1;10.0;2.3;0.003857;0.32;0.04;0.4;B
5240;Texture Velours sur lit d'Abricot;Soja,France;Sugary snacks;Sweets;1.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:apricot-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/1815/front_fr.11.400.jpg;2.0;275.4;0.19;1.2e-06;3.3;11.1;1.9;0.000841;0.9;0.02;0.3;B
5241;Dessert végétal aux morceaux de fruits, Framboise Litchi (4 Pots);Soja,France;Sugary snacks;Sweets;1.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:refrigerated-foods,en:soy-desserts;https://images.openfoodfacts.org/images/products/327/322/008/2003/front_fr.31.400.jpg;2.0;340.0;0.12;;3.7;10.5;2.1;0.000997;0.7;0.02;0.3;B
5242;Framboise-cassis-hibiscus;France;Sugary snacks;Sweets;0.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:mixed-fruit-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/2034/front_fr.40.400.jpg;2.0;256.8;0.12;;3.7999999523163;9.5;2.0999999046326;0.000997;0.8;0.040000000596048;0.30000001192093;B
5243;Fruits mixés (Abricot Goyave);Soja,France;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:yogurts,en:mixed-fruit-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/2058/front_fr.18.400.jpg;2.0;320.0;0.12;;3.7;10.2;2.1;0.0072569999999999;0.36;0.024;0.4;B
5244;Soja sun;;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:soy-desserts,en:yogurts,en:fruit-yogurts,en:peach-yogurts;;1.0;258.8;0.00012;;3.7;10.2;2.1;0.0008969999999999;0.5;0.04;0.4;B
5245;Fruits mixés (Framboise Passion);France;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:soy-desserts,en:yogurts,en:fruit-yogurts,en:mixed-fruit-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/2188/front_en.79.400.jpg;1.0;345.0;0.12;;3.7;11.3;2.1;1.0000000000000002e-06;0.5;0.03;0.4;B
5246;Yaourt végétal figues;Soja,France;Sugary snacks;Sweets;-1.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:soy-desserts;https://images.openfoodfacts.org/images/products/327/322/008/2256/front_fr.51.400.jpg;2.0;340.0;0.12;;3.7;10.5;2.1;0.0013809999999999;2.0;0.032;0.3;A
5247;Sojasun thé vert et menthe;France;unknown;unknown;4.0;;https://images.openfoodfacts.org/images/products/327/322/008/2287/front_fr.15.400.jpg;;252.8;0.12;;3.7;9.0;2.0;0.0039689999999999;0.5199999999999999;0.02;0.3;C
5248;Yaourt au soja fermentée à la mangue;Soja,France;Sugary snacks;Sweets;1.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/2355/front_fr.61.400.jpg;2.0;269.6;0.12;;3.7;10.9;2.1;0.000841;0.4;0.024;0.3;B
5249;Sojasun citron;Soja,France;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:soy-desserts,en:yogurts,en:fruit-yogurts,en:lemon-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/3000/front_fr.73.400.jpg;2.0;260.0;0.00012;;3.7;10.0;2.0;0.000997;0.3;0.08;0.3;B
5250;Sojasun cerise griotte;;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:soy-desserts,en:yogurts,en:fruit-yogurts,en:cherry-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/3130/front_fr.77.400.jpg;1.0;341.0;0.12;;3.7;10.7;2.1;0.000841;0.4;0.024;0.3;B
5251;Dessert végétal, Muesli & Fruits;Soja,France;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:yogurts,en:mixed-fruit-soy-yogurts,en:yogurts-with-cereals;https://images.openfoodfacts.org/images/products/327/322/008/3253/front_fr.17.400.jpg;2.0;365.0;0.12;;3.8;10.0;2.6;0.001477;2.1;0.032;0.4;A
5252;YAOURT SOJA;fr:Soja de France;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:soy-desserts,en:yogurts,en:blueberry-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/3260/front_fr.80.400.jpg;2.0;322.0;0.12;;3.7;10.2;2.1;0.0005769999999999;0.3;0.024;0.3;B
5253;Yaourt au soja et pruneaux;Soja,France;Sugary snacks;Sweets;-1.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/3345/front_fr.23.400.jpg;2.0;271.0;0.12;;3.7;11.0;2.1;0.0016809999999999;2.0;0.032;0.3;A
5254;Dessert végétal aux morceaux de fruits, Fruits Rouges (4 Pots);Soja,France;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:soy-desserts,en:yogurts,en:mixed-fruit-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/3406/front_fr.6.400.jpg;2.0;271.0;0.12;;3.7;11.0;2.1;0.000841;0.5599999999999999;0.02;0.3;B
5255;Pomme poire;France;Sugary snacks;Sweets;0.0;en:desserts,en:non-dairy-desserts,en:soy-desserts;https://images.openfoodfacts.org/images/products/327/322/008/3680/front_fr.7.400.jpg;2.0;331.0;0.12;;3.7;11.0;2.1;0.000841;0.58;0.02;0.3;B
5256;Panaché de fruits - Ananas Passion/Pêche;Soja,France;Sugary snacks;Sweets;1.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:refrigerated-foods,en:soy-desserts,en:peach-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/3710/front_fr.19.400.jpg;2.0;348.0;0.12;;3.7000000476837;11.199999809265;2.0999999046326;0.0004209999999999;1.14;0.0300000041723252;0.40000000596046;B
5257;Dessert végétal aux morceaux de fruits, Poire Amandes (4 Pots);Soja,France;Sugary snacks;Sweets;1.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:refrigerated-foods;https://images.openfoodfacts.org/images/products/327/322/008/3727/front_fr.9.400.jpg;3.0;339.0;0.12;;3.7;10.0;2.4;0.000897;0.7;0.03048;0.3;B
5258;Dessert végétal, Fruits mixés (Mandarine-Citron Vert) 4 Pots;Soja,France;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:yogurts,en:mixed-fruit-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/3758/front_fr.32.400.jpg;2.0;271.4;0.12;;3.7;10.7;2.1;0.000841;0.5;0.044;0.3;B
5259;Flan vanille sur lit de caramel;France;Milk and dairy products;Dairy desserts;3.0;en:dairies,en:desserts,en:dairy-desserts,en:flans;https://images.openfoodfacts.org/images/products/327/322/008/5097/front_fr.12.400.jpg;;154.2;0.12;;3.4;18.4;2.1;0.0016489999999999;2.72;0.048;0.3;C
5260;Dessert végétal café;Soja,France;Sugary snacks;Sweets;1.0;en:desserts,en:non-dairy-desserts,en:soy-desserts,en:coffee-desserts;https://images.openfoodfacts.org/images/products/327/322/008/5196/front_fr.42.400.jpg;4.0;363.0;0.12;;3.3;10.5;1.7;0.000541;0.3;0.072;0.3;B
5261;Soja sun caramel;Soja,France;Sugary snacks;Sweets;3.0;en:desserts,en:non-dairy-desserts,en:fresh-foods,en:products-without-gluten,en:soy-desserts,en:flavoured-soy-dessert,en:caramel-soy-desserts;https://images.openfoodfacts.org/images/products/327/322/008/5257/front_fr.15.400.jpg;3.0;193.6;0.12;;3.0;13.7;1.7;1.0000000000000002e-06;0.6;0.052;0.3;C
5262;Dessert végétal noisette-amande;Soja de France;Sugary snacks;Sweets;1.0;en:desserts,en:non-dairy-desserts,en:soy-desserts;https://images.openfoodfacts.org/images/products/327/322/008/5301/front_fr.95.400.jpg;4.0;428.0;0.12;;3.4;11.6;3.1;0.000361;0.0;0.06;0.3;B
5263;Dessert végétal Chocolat;France;Sugary snacks;Sweets;1.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:soy-desserts,en:chocolate-desserts,fr:dessert-vegetal;https://images.openfoodfacts.org/images/products/327/322/008/5349/front_fr.116.400.jpg;1.0;447.0;0.12;;3.5;13.3;2.7;0.003601;0.26;0.04;1.0;B
5264;Dessert végétal - Chocolat Menthe;France;Sugary snacks;Sweets;2.0;en:desserts,en:non-dairy-desserts,en:soy-desserts,en:chocolate-desserts,en:flavoured-soy-dessert,en:chocolate-soy-desserts;https://images.openfoodfacts.org/images/products/327/322/008/5356/front_fr.7.400.jpg;;461.0;0.12;;3.6;15.9;2.0;0.0001709999999999;0.8;0.06096;0.5;B
5265;Yaourt au soja Vanille;Soja,France;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:fresh-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:soy-desserts,en:yogurts,en:flavoured-soy-dessert,en:vanilla-soy-desserts;https://images.openfoodfacts.org/images/products/327/322/008/5370/front_fr.50.400.jpg;2.0;289.6;0.12;;3.1;10.2;1.7;0.0005589999999999;0.22;0.06;0.3;B
5266;Dessert Végétal Saveur Pistache;France;Sugary snacks;Sweets;2.0;en:desserts,en:non-dairy-desserts,en:soy-desserts,fr:desserts-de-soja-a-la-pistache;https://images.openfoodfacts.org/images/products/327/322/008/5394/front_fr.40.400.jpg;1.0;283.0;0.12;;3.1;10.8;2.1;0.0013809999999999;0.3;0.04;0.3;B
5267;Yaourt au soja aromatisé chocolat;France;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:soy-desserts,en:yogurts,en:chocolate-desserts,en:flavoured-soy-dessert,en:chocolate-soy-desserts;https://images.openfoodfacts.org/images/products/327/322/008/5523/front_fr.41.400.jpg;2.0;320.2;0.12;;3.5;13.3;2.7;0.0004209999999999;1.1;0.04;1.0;B
5268;Dessert au soja saveur vanille;France;Sugary snacks;Sweets;2.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-desserts;https://images.openfoodfacts.org/images/products/327/322/008/5547/front_fr.31.400.jpg;1.0;254.6;0.12;;3.1;10.2;1.7;0.000979;0.3;0.06;0.3;B
5269;Dessert végétal, Vanille Bourbon (4 Pots);Soja,France;Sugary snacks;Sweets;2.0;en:desserts,en:non-dairy-desserts,en:fresh-foods,en:soy-desserts,en:flavoured-soy-dessert,en:vanilla-soy-desserts;https://images.openfoodfacts.org/images/products/327/322/008/5615/front_fr.37.400.jpg;0.0;355.0;0.12;;3.1;10.4;1.7;0.000979;0.3;0.06;0.3;B
5270;;;Sugary snacks;Sweets;5.0;en:desserts,en:non-dairy-desserts,en:soy-desserts;;1.0;478.0;0.12;;3.2;11.2;4.9;0.000187;0.5;0.04;3.4;C
5271;Kids - Fraise - Pulpe de Fruits;France;Sugary snacks;Sweets;1.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:strawberry-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/5752/front_fr.30.400.jpg;1.0;341.0;0.24;1.5e-06;4.0;10.1;2.4;0.003857;0.24;0.02;0.3;B
5272;Kids - Banane- Pulpe de fruits;France;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:fruit-soy-yogurts,en:yogurts,en:banana-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/5769/front_fr.15.400.jpg;1.0;273.2;0.24;1.5e-06;4.3;9.5;2.4;0.003857;0.78;0.02;0.3;B
5273;Sojasun Boisson gourmande Soja Vanille;FRANCE;unknown;unknown;-2.0;fr:jus-vegetaux;https://images.openfoodfacts.org/images/products/327/322/008/7800/front_fr.14.400.jpg;1.0;207.0;0.12;;3.4;4.2;2.0;0.001323;1.86;0.068;0.3;A
5274;Soja vanille;France;Beverages;Plant-based milk substitutes;-2.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:legume-milks,en:soy-milks,en:sweetened-beverages,en:vanilla-soy-milks;https://images.openfoodfacts.org/images/products/327/322/008/7824/front_fr.3.400.jpg;1.0;164.6;0.12;;3.4;4.2;2.0;0.00040336;0.42;0.07;0.3;A
5275;Go shake myrtille et cassis;France;unknown;unknown;0.0;fr:sojasun;https://images.openfoodfacts.org/images/products/327/322/008/7909/front_fr.4.400.jpg;;240.8;0.07;;2.5;10.0;1.5;0.0018609999999999;1.5;0.04;0.3;B
5276;Fromage Blanc 0%;France;Milk and dairy products;Dairy desserts;-2.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:dairy-desserts,fr:fromages-blancs;https://images.openfoodfacts.org/images/products/327/322/010/1841/front_fr.22.400.jpg;0.0;319.0;0.18;;7.2;3.7;3.6;0.000669;0.0;0.04;2.4;A
5277;Fromage Blanc 0%;;Milk and dairy products;Dairy desserts;-4.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:dairy-desserts,fr:fromages-blancs;https://images.openfoodfacts.org/images/products/327/322/010/1933/front_fr.17.400.jpg;;164.6;0.18;;7.4;4.5;0.0;0.00123100012;0.0;0.04;0.0;A
5278;St-paulin 8 Tranches 22%;France;Milk and dairy products;Cheese;15.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:uncooked-pressed-cheeses,en:saint-paulin-cheese;https://images.openfoodfacts.org/images/products/327/322/012/1177/front_fr.20.400.jpg;0.0;1009.4;0.6;;24.0;0.6;22.0;0.003767;0.0;0.68;14.5;D
5279;Fromage Blanc au Lait de Brebis;France,Lozère;Milk and dairy products;Dairy desserts;3.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:dairy-desserts,fr:fromages-blancs,fr:fromages-blancs-au-lait-de-brebis;https://images.openfoodfacts.org/images/products/327/322/014/1014/front_fr.33.400.jpg;0.0;279.4;1.9e-07;;5.3;4.7;6.8;0.001107;0.0;0.028;4.6;C
5280;Yaourt Brassé au Lait de Brebis;fr:Lait biologique de France;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:plain-yogurts,en:stirred-yogurts,en:plain-stirred-yogurts,en:sheep-milk-yogurts;https://images.openfoodfacts.org/images/products/327/322/014/1076/front_fr.31.400.jpg;0.0;327.2;0.19;;5.5;4.2;6.7;0.001107;0.0;0.04;4.2;B
5281;Brassé framboise mûre;;Milk and dairy products;Milk and yogurt;4.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:stirred-yogurts,en:fruit-stirred-yogurts,en:sheep-milk-yogurts,fr:yaourts-multifruits;https://images.openfoodfacts.org/images/products/327/322/014/1083/front_fr.21.400.jpg;1.0;403.8;0.12;;4.5;10.7;5.4;0.0008369999999999;0.2;0.032;3.4;C
5282;Fromage Blanc au Lait de Chèvre;Union Européenne;Milk and dairy products;Dairy desserts;2.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:dairy-desserts,fr:fromages-blancs,fr:fromages-blancs-au-lait-de-chevre,fr:fromages-blancs-natures;https://images.openfoodfacts.org/images/products/327/322/014/1168/front_en.6.400.jpg;0.0;380.0;0.19;;6.5;3.5;7.8;0.001191;0.0;0.032;5.4;B
5283;Yaourt brasse au lait de chèvre;;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:plain-yogurts,en:stirred-yogurts,en:goat-milk-yogurts,en:plain-stirred-yogurts;https://images.openfoodfacts.org/images/products/327/322/014/1175/front_fr.20.400.jpg;0.0;329.0;0.15;;4.7;4.0;4.9;0.002017;0.0;0.03;3.4;B
5284;Fromage blanc - Issu de l'agriculture biologique;France;Milk and dairy products;Dairy desserts;-2.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:dairy-desserts,fr:fromages-blancs;https://images.openfoodfacts.org/images/products/327/322/015/4052/front_fr.29.400.jpg;0.0;319.0;2.4e-07;;7.2;3.7;3.6;0.000669;0.0;0.04;2.4;A
5285;Fromage blanc 0%;France;Milk and dairy products;Dairy desserts;-4.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:dairy-desserts,fr:fromages-blancs;https://images.openfoodfacts.org/images/products/327/322/015/4083/front_fr.19.400.jpg;0.0;164.6;0.18;;7.4;4.5;0.0;0.000613;0.0;0.04;0.0;A
5286;Boisson Riz calcium;France;Beverages;Plant-based milk substitutes;0.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:cereal-milks,en:rice-milks;https://images.openfoodfacts.org/images/products/327/322/017/8003/front_fr.10.400.jpg;;118.8;0.12;;0.1;4.1;1.0;0.000231;0.9;0.052;0.1;B
5287;So soja Nature;France;Beverages;Plant-based milk substitutes;-2.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:legume-milks,en:soy-milks;https://images.openfoodfacts.org/images/products/327/322/018/0259/front_fr.51.400.jpg;0.0;174.0;0.00012;;3.4;2.5;1.9;0.000557;1.84;0.04;0.3;A
5288;Go soja chocolat;France;unknown;unknown;0.0;;https://images.openfoodfacts.org/images/products/327/322/018/7524/front_fr.4.400.jpg;0.0;197.0;0.12;;3.8;6.4;2.2;0.0007749999999999;1.98;0.08;0.5;B
5289;Boisson Thé Matcha;France;unknown;unknown;1.0;;https://images.openfoodfacts.org/images/products/327/322/018/7531/front_fr.4.400.jpg;;161.8;0.06;;3.2;4.3;1.7;0.00132336;0.42;0.04;0.3;B
5290;Fromage Blanc Bio 3,6% MG;;Milk and dairy products;Dairy desserts;-1.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:dairy-desserts,fr:fromages-blancs;https://images.openfoodfacts.org/images/products/327/322/050/2259/front_fr.14.400.jpg;0.0;259.2;0.25;;7.7;4.0;3.6;0.000999;0.0;0.04;2.4;A
5291;Vrai Fromage blanc 500g;France;Milk and dairy products;Dairy desserts;-2.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:dairy-desserts,fr:fromages-blancs,en:fresh-cream-cheese-with-cow-s-milk,fr:fromages-blancs-natures;https://images.openfoodfacts.org/images/products/327/322/050/4055/front_fr.61.400.jpg;0.0;259.2;0.18;;7.2;3.7;3.6;0.000497;0.0;0.04;2.4;A
