;product_name;origins;pnns_groups_1;pnns_groups_2;nutriscore_score;categories_tags;image_url;additives_n;energy-kj_100g;calcium_100g;vitamin-d_100g;proteins_100g;sugars_100g;fat_100g;iron_100g;fiber_100g;sodium_100g;saturated-fat_100g;nutriscore lettre
5165;Fromage Blanc Nature 0%;France;Milk and dairy products;Dairy desserts;-4.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:dairy-desserts,fr:fromages-blancs,fr:fromages-blancs-natures;https://images.openfoodfacts.org/images/products/327/019/002/0936/front_fr.85.400.jpg;0.0;202.0;0.2;5e-06;7.5;4.3;0.0;0.000613;0.0;0.04;0.0;A
5166;Fromage blanc de campagne;;Milk and dairy products;Dairy desserts;3.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:dairy-desserts,fr:fromages-blancs;https://images.openfoodfacts.org/images/products/327/019/002/0974/front_fr.26.400.jpg;0.0;392.0;0.12;;4.5;3.3;7.0;0.000877;0.0;0.06;4.4;C
5167;Lait de montagne (demi-écrémé);France;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:milks,en:homogenized-milks,en:mountain-products,en:semi-skimmed-milks,en:uht-milks,en:mountain-milks;https://images.openfoodfacts.org/images/products/327/019/002/1056/front_fr.46.400.jpg;0.0;196.6;0.12;;3.3;4.8;1.6;1.0000000000000002e-06;0.0;0.04;1.0;B
5168;Fromage Blanc Nature;France;Milk and dairy products;Dairy desserts;-3.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:dairy-desserts,fr:fromages-blancs,fr:fromages-blancs-natures;https://images.openfoodfacts.org/images/products/327/019/002/1087/front_fr.111.400.jpg;0.0;298.0;0.12;;6.5;4.4;3.0;0.000497;0.0;0.052;1.9;A
5169;Lait de Montagne Entier;France;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:milks,en:homogenized-milks,en:mountain-products,en:uht-milks,en:whole-milks,en:cow-milks,en:mountain-milks;https://images.openfoodfacts.org/images/products/327/019/002/1162/front_fr.37.400.jpg;0.0;269.0;0.12;;3.2;4.8;3.6;0.000741;0.2;0.04;2.2;B
5170;Yaourt Nature;France;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:plain-yogurts;https://images.openfoodfacts.org/images/products/327/019/002/1438/front_fr.31.400.jpg;0.0;146.4;0.12;;3.7;4.8;1.1;0.0004833599999999;0.0;0.052;0.7;A
5171;Yaourt nature 0% mat. gr.;;Milk and dairy products;Milk and yogurt;-2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:plain-yogurts,en:low-fat-yogurts;https://images.openfoodfacts.org/images/products/327/019/002/2077/front_fr.23.400.jpg;0.0;131.6;0.13;;4.5;4.5;0.24;0.0003237999999999;0.0;0.04;0.0;A
5172;Yaourts Aux Fruits;;Milk and dairy products;Milk and yogurt;4.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:fruit-yogurts-with-fruit-chunks;https://images.openfoodfacts.org/images/products/327/019/002/3302/front_fr.42.400.jpg;3.0;392.0;0.12;;3.2;14.0;2.7;0.0003969999999999;0.0;0.04;1.8;C
5173;Fromage Blanc nature;;Milk and dairy products;Dairy desserts;-4.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:dairy-desserts,fr:fromages-blancs,fr:fromages-blancs-natures;https://images.openfoodfacts.org/images/products/327/019/002/3524/front_fr.58.400.jpg;0.0;204.0;0.12;;7.5;4.0;0.0;0.000613;0.0;0.036;0.0;A
5174;Yaourt Nature Brassé;France;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:fresh-foods,en:yogurts,en:plain-yogurts,en:stirred-yogurts,en:plain-stirred-yogurts,en:whole-milk-yogurts;https://images.openfoodfacts.org/images/products/327/019/002/3814/front_fr.53.400.jpg;0.0;300.0;0.14;;4.0;4.5;3.4;1.0000000000000002e-06;0.0;0.044;2.1;B
5175;Yaourt Nature Brassé;;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:fresh-foods,en:yogurts,en:plain-yogurts,en:stirred-yogurts,en:plain-stirred-yogurts,en:whole-milk-yogurts;https://images.openfoodfacts.org/images/products/327/019/002/3821/front_fr.28.400.jpg;0.0;300.0;0.14;;4.0;4.5;3.4;1.0000000000000002e-06;0.0;0.044;2.1;B
5176;Yogur natural;;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:plain-yogurts;https://images.openfoodfacts.org/images/products/327/019/002/4309/front_es.32.400.jpg;0.0;221.0;0.12;;3.5;3.7;2.4;0.002001;0.0;0.04;1.7;A
5177;Lait demi-écrémé Stérilisé UHT;France;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks,en:organic-semi-skimmed-milks;https://images.openfoodfacts.org/images/products/327/019/002/5337/front_fr.165.400.jpg;0.0;193.0;0.12;;3.2;4.8;1.6;1.0000000000000002e-06;0.0;0.036;1.0;B
5178;Yaourt Nature Brassé;;Milk and dairy products;Milk and yogurt;-2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:plain-yogurts,en:stirred-yogurts,en:plain-stirred-yogurts;https://images.openfoodfacts.org/images/products/327/019/002/6822/front_fr.38.400.jpg;0.0;134.0;0.12;;4.6;3.6;0.0;5.379999999999999e-05;0.0;0.0;0.0;A
5179;Eau d'Auvergne;le mont dore;Beverages;Waters and flavored waters;0.0;en:beverages,en:waters,en:spring-waters,en:mineral-waters,en:non-alcoholic-beverages,en:unsweetened-beverages;https://images.openfoodfacts.org/images/products/327/019/011/3508/front_en.99.400.jpg;0.0;0.0;0.0041;;0.0;0.0;0.0;0.00353;0.0;0.0027;0.0;B
5180;Eau de source de Montagne;France;Beverages;Waters and flavored waters;0.0;en:beverages,en:waters,en:spring-waters,en:mountain-products,en:non-alcoholic-beverages,en:mountain-waters,en:unsweetened-beverages;https://images.openfoodfacts.org/images/products/327/019/011/6912/front_fr.28.400.jpg;0.0;0.0;0.00041;;0.0;0.0;0.0;0.001402;0.0;0.0;0.0;B
5181;Eau de source de Montagne;;Beverages;Waters and flavored waters;0.0;en:beverages,en:waters,en:spring-waters,en:mountain-products,en:mountain-waters,en:unsweetened-beverages;https://images.openfoodfacts.org/images/products/327/019/017/1058/front_fr.34.400.jpg;0.0;0.0;0.00041;;0.0;0.0;0.0;0.1070001;0.0;0.00027;0.0;B
5182;Préparation pour boisson instantanée Goût Choco;France;unknown;unknown;7.0;en:beverages,en:breakfasts,en:cocoa-and-its-products,en:cocoa-and-chocolate-powders,en:instant-beverages,en:chocolate-powders;https://images.openfoodfacts.org/images/products/327/019/018/1460/front_fr.28.400.jpg;1.0;1280.0;0.12;;4.7;76.9;3.3;0.015701;6.6;0.32;1.5;C
5183;Lait de montagne demi-écrémé de carrefour;France;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:milks,en:homogenized-milks,en:mountain-products,en:semi-skimmed-milks,en:uht-milks,en:mountain-milks;https://images.openfoodfacts.org/images/products/327/019/020/4374/front_fr.115.400.jpg;0.0;196.6;0.12;;3.3;4.8;1.6;1.0000000000000002e-06;0.0;0.04;1.0;A
5184;Lait de Montagne Entier;France;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:milks,en:homogenized-milks,en:mountain-products,en:uht-milks,en:whole-milks,en:mountain-milks;https://images.openfoodfacts.org/images/products/327/019/020/7443/front_fr.49.400.jpg;0.0;269.0;0.12;;3.2;4.8;3.6;0.0004209999999999;0.0;0.044;2.2;B
5185;Emmental Râpé;France;Milk and dairy products;Cheese;12.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:fresh-foods,en:cooked-pressed-cheeses,en:cow-cheeses,en:emmentaler,en:french-cheeses,en:french-emmentaler,en:pasteurized-cheeses,en:grated-cheese,en:grated-emmentaler,en:industrial-cheese;https://images.openfoodfacts.org/images/products/327/019/020/7696/front_fr.172.400.jpg;0.0;1566.0;0.982;;27.0;2.0;29.0;1.0000000000000002e-06;0.0;0.36;20.0;D
5186;Lait de montagne demi écrémé;France;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:mountain-products,en:semi-skimmed-milks,en:uht-milks,en:mountain-milks;https://images.openfoodfacts.org/images/products/327/019/021/3819/front_fr.38.400.jpg;0.0;195.0;0.12;;3.2;4.8;1.6;1.0000000000000002e-06;0.0;0.04;1.0;B
5187;Emmental;France;Milk and dairy products;Cheese;11.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:fresh-foods,en:cooked-pressed-cheeses,en:cow-cheeses,en:emmentaler,en:french-cheeses,en:french-emmentaler,en:pasteurized-cheeses,en:industrial-cheese;https://images.openfoodfacts.org/images/products/327/019/021/8869/front_fr.82.400.jpg;0.0;1532.0;0.936;;27.0;2.0;29.0;1.0000000000000002e-06;0.5;0.2;19.0;D
5188;Lait de Montagne Demi-écrémé;;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:mountain-products,en:semi-skimmed-milks,en:uht-milks,en:mountain-milks;https://images.openfoodfacts.org/images/products/327/019/043/0049/front_fr.33.400.jpg;0.0;194.6;0.12;;3.2;4.8;1.6;0.0003613599999999;0.0;0.052;1.0;B
5189;Noisettes décortiquées;Italie;Salty snacks;Nuts;8.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:salty-snacks,en:seeds,en:nuts-and-their-products,en:nuts,en:hazelnuts,en:shelled-nuts,en:shelled-hazelnuts;https://images.openfoodfacts.org/images/products/327/072/000/0155/front_fr.3.400.jpg;0.0;2820.0;0.135;;19.3;3.493;63.0;0.015102;12.684;0.00977;8.607;C
5190;Noisettes en poudre;;Salty snacks;Nuts;8.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:hazelnuts;https://images.openfoodfacts.org/images/products/327/072/000/0261/front_fr.5.400.jpg;0.0;2820.0;0.135;;19.3;3.493;63.0;0.015102;12.684;0.00977;8.607;C
5191;Eau gazeuse;;Beverages;Waters and flavored waters;0.0;en:beverages,en:carbonated-drinks,en:waters,en:carbonated-waters;https://images.openfoodfacts.org/images/products/327/133/004/3679/front_fr.10.400.jpg;0.0;0.0;0.052;;0.0;0.0;0.0;0.003594;0.0;0.015;0.0;B
5192;Lait demi-écrémé U.H.T. BBC sans OGM Bretagne;France,Bretagne;Milk and dairy products;Milk and yogurt;3.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks,en:cow-milks;https://images.openfoodfacts.org/images/products/327/182/000/0007/front_fr.24.400.jpg;0.0;195.0;0.12;;3.2;4.8;1.6;0.000338;0.1;0.0327999999999999;1.0;C
5193;Lait écrémé UHT BBC sans OGM Bretagne;France,Bretagne;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks;https://images.openfoodfacts.org/images/products/327/182/000/0045/front_fr.4.400.jpg;0.0;136.0;0.12;;3.2000000476837;4.8000001907349;0.5;0.001781;0.1;0.040000000596048;0.10000000149012;B
5194;Le bon lait de ma Bretagne;France,Bretagne;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:uht-milks,en:skimmed-milks,en:uht-skimmed-milks;https://images.openfoodfacts.org/images/products/327/182/000/0052/front_fr.14.400.jpg;0.0;136.0;0.12;;3.2;4.8;0.5;0.001781;0.1;0.04;0.1;B
5195;Lait entier BBC sans OGM Bretagne;France,Bretagne;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:milks,en:whole-milks;https://images.openfoodfacts.org/images/products/327/182/000/0076/front_fr.18.400.jpg;0.0;269.0;0.12;;3.2;4.8;3.6;0.000741;0.2;0.04;2.2;B
5196;Lait demi-écrémé UHT BBC sans OGM Normandie;France,Bretagne;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks;https://images.openfoodfacts.org/images/products/327/182/000/0106/front_fr.6.400.jpg;0.0;195.0;0.12;;3.2;4.8;1.6;0.000167;0.1;0.04;1.0;B
5197;Lait entier UHT BBC sans OGM Normandie;Bretagne,France;unknown;unknown;3.0;;https://images.openfoodfacts.org/images/products/327/182/000/0137/front_fr.4.400.jpg;0.0;269.0;0.12;;3.2000000476837;4.8000001907349;3.5999999046326;0.000741;0.2;0.040000000596048;2.2000000476837;C
5198;Lait demi-écrémé UHT BIO Bretagne;en:Bretagne;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:semi-skimmed-milks;https://images.openfoodfacts.org/images/products/327/182/000/0380/front_en.3.400.jpg;0.0;197.0;0.12;;3.3;4.8;1.6;0.000167;0.1;0.04;1.1;B
5199;Lait demi-écrémé UHT BBC sans OGM Bretagne;France,Bretagne;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks;https://images.openfoodfacts.org/images/products/327/182/000/4005/front_fr.24.400.jpg;0.0;195.0;0.12;;3.2;4.8;1.6;0.000167;0.1;0.04;1.0;B
5200;Lait demi-écrémé UHT Bretagne;France,Bretagne;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks;https://images.openfoodfacts.org/images/products/327/182/000/4029/front_fr.12.400.jpg;0.0;195.0;0.12;;3.2;4.8;1.6;1.0000000000000002e-06;0.0;0.04;1.0;B
5201;Lait demi-écrémé UHT BIO Bretagne;France,Bretagne;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks,en:organic-semi-skimmed-milks;https://images.openfoodfacts.org/images/products/327/182/000/4104/front_fr.9.400.jpg;0.0;195.0;0.12;;3.2000000476837;4.8000001907349;1.6;0.000167;0.1;0.040000000596048;1.0;B
5202;Lait entier UHT BBC sans OGM Bretagne;France,Bretagne;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:milks,en:homogenized-milks,en:uht-milks,en:whole-milks;https://images.openfoodfacts.org/images/products/327/182/000/4142/front_fr.14.400.jpg;0.0;269.0;0.12;;3.2;4.8;3.6;0.000741;0.2;0.04;2.2;B
5203;Lait écrémé UHT BBC sans OGM Bretagne;France,Bretagne;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:uht-milks,en:skimmed-milks;https://images.openfoodfacts.org/images/products/327/182/000/4159/front_fr.8.400.jpg;0.0;136.0;0.12;;3.2;4.8;0.5;0.001781;0.1;0.04;0.1;B
5204;Lait entier UHT BBC sans OGM Normandie;France,Normandie;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:milks,en:whole-milks;https://images.openfoodfacts.org/images/products/327/182/000/4432/front_fr.20.400.jpg;0.0;269.0;0.12;;3.2;4.8;3.6;0.000741;0.2;0.04;2.2;B
5205;Lait demi-écrémé UHT BBC sans OGM Normandie;France,Normandie,Lait origine France;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks;https://images.openfoodfacts.org/images/products/327/182/000/4449/front_fr.10.400.jpg;0.0;195.0;0.12;;3.2;4.8;1.6;0.000167;0.1;0.04;1.0;B
5206;Pack de 6 bouteilles de Lait 1/2 écremé UHT BIO Agrilait;Bretagne,France;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks;https://images.openfoodfacts.org/images/products/327/182/001/4103/front_fr.4.400.jpg;;195.0;0.12;;3.2;4.8;1.6;0.000167;0.1;0.04;1.0;B
5207;Lait demi-écrémé UHT BBC sans OGM Normandie;France,Normandie,Lait origine France,Lait origine Normandie;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:semi-skimmed-milks;https://images.openfoodfacts.org/images/products/327/182/001/4448/front_fr.4.400.jpg;0.0;195.0;0.12;;3.2;4.8;1.6;0.000167;0.1;0.04;1.0;B
5208;L'orée du jour;zh:法國;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks,en:pasteurised-milks;https://images.openfoodfacts.org/images/products/327/182/007/1557/front_zh.9.400.jpg;0.0;202.0;0.12;;3.4;4.8;1.55;1.0000000000000002e-06;0.0;0.043;1.0;A
5209;L'Ortolan Léger;France;Milk and dairy products;Cheese;9.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:soft-cheese-with-a-natural-rind,en:soft-cheeses-with-washed-rind;https://images.openfoodfacts.org/images/products/327/232/001/2569/front_fr.25.400.jpg;0.0;670.0;0.57;;24.14;0.5;10.0;0.013947;5.54;0.52;7.09;C
5210;Roucoulons Portions;France,Lait origine France;Milk and dairy products;Cheese;15.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,fr:fromage-au-lait-de-vache-pasteurise,fr:fromages-a-pate-molle;https://images.openfoodfacts.org/images/products/327/232/001/3825/front_fr.20.400.jpg;0.0;1451.0;5.736e-07;;18.5;0.1;30.0;0.009859;7.24;0.548;19.7;D
5211;Ptit louis;Maine-et-Loire,Pays de la Loire,France;Milk and dairy products;Cheese;13.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:fresh-foods,en:cow-cheeses,en:french-cheeses,en:pasteurized-cheeses,en:processed-cheese,en:industrial-cheese;https://images.openfoodfacts.org/images/products/327/277/000/5708/front_fr.79.400.jpg;3.0;999.0;0.6;1.5e-06;5.4;3.0;22.9;0.001223;0.0;0.44;15.7;D
5212;P'tit Louis;Maine-et-Loire,Pays de la Loire,France;Milk and dairy products;Cheese;14.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:fresh-foods,en:cow-cheeses,en:french-cheeses,en:pasteurized-cheeses,en:processed-cheese,en:cheeses-for-kids,en:industrial-cheese;https://images.openfoodfacts.org/images/products/327/277/009/4146/front_fr.41.400.jpg;3.0;999.0;0.6;1.5e-06;5.4;3.0;22.9;0.001223;0.0;0.44;15.7;D
5213;Spécialité fromagère pasteurisé P'TIT LOUIS emmental, 23,9%MG;France;Milk and dairy products;Cheese;15.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses;;4.0;1034.0;0.6;1.5e-06;5.0;3.3;23.9;0.001223;0.0;0.48;16.4;D
5214;P'tit Louis;;Milk and dairy products;Cheese;14.0;en:dairies,en:fermented-foods,en:spreads,en:fermented-milk-products,en:salted-spreads,en:cheeses,en:cheese-spreads;https://images.openfoodfacts.org/images/products/327/277/009/8007/front_fr.57.400.jpg;3.0;999.0;0.12;3e-07;5.4;3.0;22.9;0.001223;0.0;0.44;15.7;D
5215;P’tit Louis Emmental;France;Milk and dairy products;Cheese;15.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses;https://images.openfoodfacts.org/images/products/327/277/009/8472/front_fr.11.400.jpg;4.0;1034.0;0.6;1.5e-06;5.0;3.3;23.9;0.001223;0.0;0.48;16.4;D
5216;P’tit louis;;Milk and dairy products;Cheese;13.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-for-kids;https://images.openfoodfacts.org/images/products/327/277/009/8489/front_fr.6.400.jpg;3.0;999.0;0.6;1.5e-06;5.4000000953674;3.0;22.89999961853;0.001223;0.0;0.44000000953676;15.699999809265;D
5217;P'tit Louis - maxi format;France;Milk and dairy products;Cheese;13.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses;https://images.openfoodfacts.org/images/products/327/277/009/8755/front_fr.4.400.jpg;3.0;999.0;0.6;1.5e-06;5.4;3.0;22.9;0.001223;0.0;0.44;15.7;D
5218;P'tit Louis goût emmental;France;Milk and dairy products;Cheese;15.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses;https://images.openfoodfacts.org/images/products/327/277/009/8939/front_fr.4.400.jpg;4.0;1034.0;0.6;1.5e-06;5.0;3.3;23.9;0.001223;0.0;0.48;16.4;D
5219;Brown rice crackers Organic Black Sesame;;unknown;unknown;12.0;en:crackers-sans-gluten;https://images.openfoodfacts.org/images/products/327/312/002/2796/front_en.5.400.jpg;0.0;1762.0;0.304;;14.0;0.8;14.0;0.0027;11.0;1.4224;2.63;D
5220;Muesli Extra Calcium;;Cereals and potatoes;Breakfast cereals;7.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis;https://images.openfoodfacts.org/images/products/327/312/002/8880/front_fr.26.400.jpg;0.0;1380.8;0.21;;12.7;15.0;19.0;0.003199;11.4;0.008;4.4;C
5221;Fromage à pâte pressée non cuite allégé;Non indiqué;Milk and dairy products;Cheese;10.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:uncooked-pressed-cheeses,en:pasteurized-cheeses;https://images.openfoodfacts.org/images/products/327/322/002/1200/front_fr.29.400.jpg;1.0;696.0;0.64;;26.0;0.5;12.0;0.0015789999999999;0.0;0.6;8.0;C
5222;Les tranches légères;;Milk and dairy products;Cheese;11.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:pasteurized-cheeses,en:sliced-cheeses,en:industrial-cheese;https://images.openfoodfacts.org/images/products/327/322/002/5369/front_fr.11.400.jpg;1.0;928.0;0.75;;28.0;0.5;12.0;0.001121;0.0;0.68;8.0;D
5223;Sojasun chocolat amande;soja france;Sugary snacks;Sweets;1.0;en:desserts,en:non-dairy-desserts,en:soy-desserts,en:chocolate-desserts,en:flavoured-soy-dessert,en:chocolate-soy-desserts;https://images.openfoodfacts.org/images/products/327/322/007/6330/front_fr.22.400.jpg;2.0;289.0;0.12;;3.2;9.6;3.1;0.000889;1.6;0.076;0.8;B
5224;Soja et Noix;France;unknown;unknown;-1.0;en:dairies;https://images.openfoodfacts.org/images/products/327/322/007/9911/front_fr.19.400.jpg;1.0;242.0;0.12;;3.0;4.0;2.7;0.000721;0.66;0.048;0.4;A
5225;Boisson de soja nature sans sucre;France;Beverages;Plant-based milk substitutes;-2.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:legume-milks,en:soy-milks,en:unsweetened-natural-soy-milks;https://images.openfoodfacts.org/images/products/327/322/008/0108/front_fr.100.400.jpg;0.0;133.0;1.2e-07;;3.3;0.5;1.8;0.0014269999999999;1.7600000000000002;0.028;0.3;A
5226;Boisson de soja Calcium + Vitamine D;France;Beverages;Plant-based milk substitutes;-2.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:legume-milks,en:soy-milks,en:sweetened-beverages,en:unsweetened-beverages,en:unsweetened-natural-soy-milks;https://images.openfoodfacts.org/images/products/327/322/008/0207/front_fr.115.400.jpg;1.0;179.0;0.144;7.5e-07;3.3;2.3;1.8;0.0006829999999999;1.84;0.04;0.3;A
5227;Boisson de Soja à la vanille, stérilisée UHT;France;Beverages;Plant-based milk substitutes;-2.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:legume-milks,en:soy-milks,en:sweetened-beverages,en:vanilla-soy-milks;https://images.openfoodfacts.org/images/products/327/322/008/0306/front_fr.110.400.jpg;0.0;207.0;0.0;;3.3;4.2;1.8;0.001323;1.86;0.068;0.3;A
5228;Boisson gourmande soja & amande;France;Beverages;Plant-based milk substitutes;0.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:legume-milks,en:soy-milks;https://images.openfoodfacts.org/images/products/327/322/008/0368/front_fr.7.400.jpg;1.0;239.0;0.12;;3.0;5.0;2.3;0.000339;0.1;0.044;0.3;B
5229;Soja chocolat;Soja,France;Beverages;Plant-based milk substitutes;-2.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:legume-milks,en:soy-milks,en:chocolate-soy-milks,en:sweetened-beverages,en:unsweetened-beverages;https://images.openfoodfacts.org/images/products/327/322/008/0382/front_fr.84.400.jpg;1.0;300.0;0.12;;3.6;3.3;2.5;0.000481;0.44;0.04;0.8;A
5230;Sojasun nature;Soja,France;Sugary snacks;Sweets;-2.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:soy-desserts,en:plain-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/1013/front_fr.47.400.jpg;0.0;140.6;0.12;;4.3;0.0;2.4;0.000495;0.24;0.04;0.4;A
5231;Sojasun nature sans sucre;;Milk and dairy products;Milk and yogurt;-2.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:plant-based-beverages,en:milk-substitute,en:non-dairy-yogurts,en:plant-milks,en:soy-milk-yogurts,en:legume-milks,en:yogurts,en:soy-milks,en:plain-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/1044/front_fr.45.400.jpg;1.0;140.8;0.12;;4.3;0.0;2.4;0.000447;0.0;0.04;0.4;A
5232;Sojasun nature sans sucre;Francia;Sugary snacks;Sweets;-2.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:soy-desserts,en:plain-soy-yogurts;https://images.openfoodfacts.org/images/products/327/322/008/1068/front_fr.124.400.jpg;1.0;140.8;0.12;7.5e-07;4.3;0.0;2.4;0.000447;0.3;0.04;0.4;A
5233;Nature Soja Touche d'Amande;fr:Soja de France,France;Sugary snacks;Sweets;-3.0;en:desserts,en:non-dairy-desserts,en:refrigerated-foods;https://images.openfoodfacts.org/images/products/327/322/008/1204/front_fr.4.400.jpg;0.0;221.0;0.12;;5.0;0.0;3.6;0.001117;1.442;0.04;0.5;A
5234;Sojasun nature coco;France;Sugary snacks;Sweets;-2.0;en:desserts,en:fermented-foods,en:non-dairy-desserts,en:non-dairy-fermented-foods,en:non-dairy-yogurts,en:soy-milk-yogurts,en:soy-desserts;https://images.openfoodfacts.org/images/products/327/322/008/1211/front_fr.28.400.jpg;0.0;492.6;0.12;;4.2;4.2;3.0;0.0020629999999999;2.44;0.06;1.0;A
5235;Soja coco sur lit de mangue passion;France;unknown;unknown;2.0;;https://images.openfoodfacts.org/images/products/327/322/008/1235/front_en.23.400.jpg;;268.6;0.12;;3.9;5.9;2.9;0.000841;0.42;0.04;1.0;B
5236;Dessert végétal Nature;France;unknown;unknown;-2.0;en:desserts;https://images.openfoodfacts.org/images/products/327/322/008/1600/front_fr.3.400.jpg;;192.0;0.12;;4.6;0.7;2.7;0.000641;0.98;0.04;0.4;A
